CMS Incident Date,CMS CF Issue Date,CMS Complaint Close Date Year,CMS Complainant Source Desc,CMS Complainant Gender Desc,CMS Complainant Ethnicity Desc,CMS Accused at Incd Emp Type Desc,CMS Accused at Incd Gender Desc,CMS Accused at Incd Ethnicity Desc,CMS Allegation Type Description,CMS Disposition Type Description
,"July 11, 2017",2018,Public-Third Party,NULL,NULL,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"January 13, 2017","February 6, 2017",2018,Public-Person Involved,FEMALE,Other,Sworn Employee,MALE,White,Undetermined,Consolidated
"March 1, 2017","March 10, 2017",2018,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"March 23, 2017","March 30, 2017",2017,Public-Person Involved,MALE,Asian,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"March 29, 2017","March 30, 2017",2018,Public-Person Involved,MALE,NULL,Sworn Employee,MALE,Black,Undetermined,Consolidated
"March 4, 2017","April 4, 2017",2018,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,Public-Third Party,MALE,White,Sworn Employee,MALE,Black,Undetermined,Consolidated
"February 5, 2017","April 6, 2017",2018,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"October 27, 2015","April 12, 2017",2017,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"May 31, 2017","June 2, 2017",2018,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"July 3, 2007","July 4, 2017",2018,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"July 13, 2017","July 13, 2017",2018,Public-Person Involved,NULL,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"July 24, 2017","August 22, 2017",2018,Public-Third Party,NULL,NULL,Sworn Employee,MALE,White,Undetermined,Consolidated
"March 19, 2017","September 14, 2017",2018,Public-Person Involved,NULL,NULL,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"October 29, 2017","November 7, 2017",2018,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,White,Undetermined,Consolidated
"November 21, 2017","November 26, 2017",2018,Public-Third Party,MALE,Other,Sworn Employee,MALE,Black,Undetermined,Consolidated
"November 23, 2017","November 28, 2017",2019,Public-Third Party,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"October 8, 2017","November 28, 2017",2018,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"June 11, 2017","January 2, 2018",2019,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"December 16, 2017","January 9, 2018",2018,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"January 31, 2018","February 7, 2018",2019,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Biased Policing,Consolidated
,,,,,,,,,Neglect of Duty,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Biased Policing,Consolidated
,,,,,,,,,Neglect of Duty,Consolidated
"February 14, 2018","February 19, 2018",2019,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Undetermined,Consolidated
"February 1, 2018","February 28, 2018",2018,Public-Person Involved,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"February 24, 2018","March 1, 2018",2019,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"March 3, 2018","March 9, 2018",2018,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"March 12, 2018",2018,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
,"October 16, 2019",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"March 10, 2018","March 12, 2018",2019,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"March 14, 2018","March 15, 2018",2019,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"April 27, 2018","May 3, 2018",2018,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"May 12, 2018","May 16, 2018",2018,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"May 26, 2018","May 26, 2018",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Black,Undetermined,Consolidated
"March 9, 2018","June 6, 2018",2019,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,White,Undetermined,Consolidated
"June 11, 2018","June 11, 2018",2018,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,White,Undetermined,Consolidated
"May 20, 2018","July 10, 2018",2019,Public-Third Party,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"September 8, 2021",2022,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
"July 9, 2018","July 11, 2018",2019,Public-Third Party,NULL,NULL,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"July 13, 2018","July 13, 2018",2019,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"July 17, 2018","July 22, 2018",2019,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Asian,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
"August 28, 2018","August 28, 2018",2019,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"September 9, 2018",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"August 14, 2018","September 29, 2018",2019,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"August 8, 2018","October 3, 2018",2019,Public-Third Party,FEMALE,NULL,Sworn Employee,MALE,White,Undetermined,Consolidated
"August 23, 2018","October 4, 2018",2019,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,White,Undetermined,Consolidated
"April 5, 2017","October 11, 2018",2019,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"September 28, 2018","October 24, 2018",2019,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"May 17, 2018","October 30, 2018",2019,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"October 30, 2018","November 13, 2018",2021,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"September 13, 2018","December 1, 2018",2019,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Black,Undetermined,Consolidated
,,,,,,,MALE,Black,Undetermined,Consolidated
"November 28, 2018","December 6, 2018",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"December 8, 2018","December 20, 2018",2019,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Black,Undetermined,Consolidated
,,,,,,,MALE,White,Undetermined,Consolidated
"October 1, 2018","December 24, 2018",2019,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,"January 2, 2019",2019,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,"January 3, 2019",2019,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,White,Undetermined,Consolidated
"September 15, 2018","January 8, 2019",2019,Public-Person Involved,MALE,NULL,Sworn Employee,MALE,White,Undetermined,Consolidated
,,,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,MALE,White,Undetermined,Consolidated
"January 11, 2019","January 19, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"February 2, 2019","February 3, 2019",2019,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,,,Unauthorized Force,Consolidated
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,,,Unauthorized Force,Consolidated
"September 16, 2018","February 6, 2019",2021,Public-Person Involved,NULL,NULL,Sworn Employee,MALE,White,Undetermined,Consolidated
"February 5, 2019","February 7, 2019",2019,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Black,Undetermined,Consolidated
"February 11, 2019","February 12, 2019",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"May 7, 2018","February 20, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,,,Undetermined,Consolidated
"February 3, 2019","February 22, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"February 16, 2019","February 25, 2019",2019,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"February 26, 2019","February 27, 2019",2020,Public-Person Involved,UNKNOWN,UNKNOWN,Sworn Employee,MALE,White,Undetermined,Consolidated
"June 1, 2018","March 6, 2019",2019,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"March 12, 2019","March 12, 2019",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"March 16, 2019","March 21, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"April 11, 2019","April 18, 2019",2019,Public-Person Involved,MALE,White,Sworn Employee,MALE,American Indin,Undetermined,Consolidated
,"May 8, 2019",2019,Public-Person Involved,MALE,White,Sworn Employee,MALE,American Indin,Undetermined,Consolidated
"April 23, 2019","April 25, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,FEMALE,White,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"May 9, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,White,Undetermined,Consolidated
"November 15, 2017","May 7, 2019",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"May 7, 2019","May 22, 2019",2020,Public-Person Involved,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"June 24, 2017","May 23, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"January 15, 2019","June 8, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"January 19, 2019","June 14, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"June 13, 2019","June 17, 2019",2020,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"June 20, 2019","June 25, 2019",2020,Public-Third Party,MALE,White,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"February 1, 2019","June 25, 2019",2020,Public-Person Involved,FEMALE,Asian,Sworn Employee,MALE,Black,Undetermined,Consolidated
"December 14, 2018","June 27, 2019",2019,Public-Person Involved,MALE,White,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,,,,,,,MALE,Black,Undetermined,Consolidated
"June 27, 2019","July 16, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,,,,,,,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"July 24, 2019","July 26, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"May 18, 2019","August 2, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"July 27, 2019","August 5, 2019",2020,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"August 15, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"September 11, 2019","September 12, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"August 17, 2019","September 15, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"September 8, 2019","September 23, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,"September 25, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"August 23, 2019","September 26, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
"September 24, 2019","October 10, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"March 19, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"July 20, 2019","October 30, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"October 30, 2019","October 30, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"November 5, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"October 23, 2019","November 8, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Black,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
"November 8, 2019","November 8, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"October 1, 2019","November 15, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"October 31, 2019","November 20, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"December 5, 2019","December 5, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"December 9, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"November 25, 2019","December 6, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Discourtesy - General,Consolidated
"December 11, 2019","December 23, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"December 26, 2019","December 26, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,"December 27, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
"December 21, 2019","December 27, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"January 14, 2020","February 4, 2020",2021,Public-Third Party,NULL,NULL,Sworn Employee,MALE,Asian,Undetermined,Consolidated
"November 9, 2019","February 5, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"February 10, 2020","February 10, 2020",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"January 29, 2020","February 18, 2020",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"February 20, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Consolidated
,,,,,,,,,Detention Violation,Consolidated
"January 12, 2019","February 26, 2020",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"February 18, 2020","March 1, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"February 28, 2020","March 11, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"October 27, 2020",2021,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"March 31, 2020","April 1, 2020",2021,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"April 3, 2020","April 7, 2020",2020,Public-Person Involved,NULL,NULL,Sworn Employee,MALE,Black,Undetermined,Consolidated
"March 24, 2020","April 14, 2020",2021,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,False Statements,Consolidated
"April 13, 2020","April 29, 2020",2021,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"February 2, 2020","May 4, 2020",2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"December 18, 2019","May 12, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"May 27, 2020","May 27, 2020",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,,2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"May 20, 2020","May 28, 2020",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"May 26, 2020","May 28, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"June 18, 2020",2020,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"May 12, 2020","May 29, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"April 22, 2020","June 3, 2020",2022,Public-Person Involved,MALE,UNKNOWN,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,NULL,NULL,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,"June 18, 2020",2022,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"June 3, 2020","June 6, 2020",2021,Public-Person Involved,MALE,White,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"March 5, 2020","June 7, 2020",2021,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Neglect of Duty - Supervisory Duties,Consolidated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Consolidated
,,,,,,,,,Undetermined,Consolidated
,,,,,,,,,Biased Policing,Consolidated
,,,,,,,,White,Biased Policing,Consolidated
,,,,,,,,,Body Worn/Digital In-Car Video Violation,Consolidated
,,,,,,,,,Neglect of Duty - Supervisory Duties,Consolidated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Consolidated
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Consolidated
"June 6, 2020","June 8, 2020",2021,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"June 11, 2020","June 11, 2020",2020,Public-Third Party,UNKNOWN,UNKNOWN,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,"June 12, 2020",2020,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,FEMALE,White,Undetermined,Consolidated
,,,Public-Third Party,UNKNOWN,UNKNOWN,Sworn Employee,FEMALE,White,Undetermined,Consolidated
"June 13, 2020","June 17, 2020",2021,Public-Third Party,NULL,NULL,Sworn Employee,MALE,White,Undetermined,Consolidated
"July 26, 2019","June 29, 2020",2020,Public-Third Party,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"July 8, 2020","July 9, 2020",2021,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Asian,Undetermined,Consolidated
"July 9, 2020","July 10, 2020",2021,Public-Person Involved,MALE,White,Sworn Employee,MALE,Black,Undetermined,Consolidated
,"January 9, 2021",2021,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"June 30, 2020","July 14, 2020",2021,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,MALE,Black,Undetermined,Consolidated
"June 9, 2020","August 1, 2020",2022,Public-Third Party,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"July 31, 2020","August 3, 2020",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,White,Undetermined,Consolidated
"August 8, 2020","August 8, 2020",2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"July 29, 2020","August 11, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"August 11, 2020","August 11, 2020",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,White,Undetermined,Consolidated
,"August 24, 2020",2021,Public-Person Involved,MALE,White,Sworn Employee,FEMALE,White,Undetermined,Consolidated
"August 18, 2020","August 18, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"August 20, 2020","August 20, 2020",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,"October 7, 2020",2021,Public-Third Party,UNKNOWN,UNKNOWN,Sworn Employee,MALE,Hispanic,Other Policy/Rule,Consolidated
,,,,,,,,White,Undetermined,Consolidated
,"November 24, 2020",2021,Public-Third Party,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"August 30, 2020","September 8, 2020",2022,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
,"September 17, 2020",2022,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"September 15, 2020","September 18, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"September 22, 2020","September 22, 2020",2022,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"August 17, 2020","September 23, 2020",2021,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Criminal,Consolidated
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Consolidated
,,,,,,,,White,Unbecoming Conduct - Criminal,Consolidated
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Consolidated
,"February 17, 2021",2021,Public-Third Party,NULL,NULL,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"September 21, 2020","September 28, 2020",2021,Public-Third Party,MALE,White,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Consolidated
,,,,,,,,White,Undetermined,Consolidated
"October 3, 2020","October 5, 2020",2021,Public-Person Involved,NULL,NULL,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"October 20, 2020","October 21, 2020",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"June 25, 2020","November 4, 2020",2021,Public-Person Involved,UNKNOWN,UNKNOWN,Sworn Employee,MALE,White,Undetermined,Consolidated
"November 11, 2020","November 18, 2020",2021,Public-Person Involved,FEMALE,Other,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
,"November 24, 2020",2021,Public-Person Involved,FEMALE,Other,Sworn Employee,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"January 5, 2021","January 5, 2021",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"January 7, 2021","January 12, 2021",2022,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
"December 25, 2020","January 15, 2021",2022,Public-Third Party,FEMALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
"January 18, 2021","February 1, 2021",2022,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
"September 4, 2020","February 3, 2021",2022,Public-Third Party,MALE,Black,Sworn Employee,MALE,White,Undetermined,Consolidated
"February 18, 2021","February 18, 2021",2022,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Asian,Undetermined,Consolidated
,,,,,,,,Hispanic,Undetermined,Consolidated
"February 28, 2021","March 2, 2021",2022,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
,,,Public-Third Party,MALE,Black,Sworn Employee,FEMALE,Hispanic,Undetermined,Consolidated
,,,,,,,MALE,Hispanic,Undetermined,Consolidated
"February 23, 2021","March 2, 2021",2022,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Undetermined,Consolidated
"November 28, 2020","March 3, 2021",2022,Public-Third Party,MALE,Black,Sworn Employee,MALE,Asian,Undetermined,Consolidated
"March 23, 2021","March 26, 2021",2022,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Undetermined,Consolidated
